,Name,Classification,Taxon ID,Assembly,Accession,Species_str,assembly,Core_db
1283,Talaromyces marneffei ATCC 18224,Eurotiales,441960,JCVI-PMFA1-2.0,GCA_000001985.1,talaromyces_marneffei_atcc_18224_gca_000001985,JCVI-PMFA1-2.0,fungi_ascomycota1_collection_core_59_112_1
1284,Talaromyces marneffei PM1,Eurotiales,1077442,ASM75011v1,GCA_000750115.1,talaromyces_marneffei_pm1_gca_000750115,ASM75011v1,fungi_ascomycota1_collection_core_59_112_1
1285,Talaromyces rugulosus str. W13939,Eurotiales,121627,ASM1336875v1,GCA_013368755.1,talaromyces_rugulosus_gca_013368755,ASM1336875v1,fungi_ascomycota5_collection_core_59_112_1
1286,Talaromyces stipitatus ATCC 10500,Eurotiales,441959,JCVI-TSTA1-3.0,GCA_000003125.1,talaromyces_stipitatus_atcc_10500_gca_000003125,JCVI-TSTA1-3.0,fungi_ascomycota1_collection_core_59_112_1
1287,Teratosphaeria nubilosa str. CBS 116005,Capnodiales,161662,Ternu1,GCA_010093825.1,teratosphaeria_nubilosa_gca_010093825,Ternu1,fungi_ascomycota5_collection_core_59_112_1
1288,Terfezia boudieri ATCC MYA-4762,Pezizales,1051890,Terbo2,GCA_003788615.2,terfezia_boudieri_atcc_mya_4762_gca_003788615,Terbo2,fungi_ascomycota5_collection_core_59_112_1
1289,Termitomyces sp. J132,Agaricales,1306850,TerJ1321.0,GCA_001263195.1,termitomyces_sp_j132_gca_001263195,TerJ1321.0,fungi_basidiomycota1_collection_core_59_112_1
1290,Testicularia cyperi str. MCA 3645,Ustilaginales,1882483,Tescy1,GCA_003144125.1,testicularia_cyperi_gca_003144125,Tescy1,fungi_basidiomycota1_collection_core_59_112_1
1291,Tetrapisispora blattae CBS 6284,Saccharomycetales,1071380,ASM31591v1,GCA_000315915.1,tetrapisispora_blattae_cbs_6284_gca_000315915,ASM31591v1,fungi_ascomycota1_collection_core_59_112_1
1292,Tetrapisispora phaffii CBS 4417,Saccharomycetales,1071381,ASM23690v1,GCA_000236905.1,tetrapisispora_phaffii_cbs_4417_gca_000236905,ASM23690v1,fungi_ascomycota1_collection_core_59_112_1
1293,Thermothelomyces thermophilus ATCC 42464,Sordariales,573729,ASM22609v1,GCA_000226095.1,thermothelomyces_thermophilus_atcc_42464_gca_000226095,ASM22609v1,fungi_ascomycota1_collection_core_59_112_1
1294,Thermothielavioides terrestris,Sordariales,2587410,Thte_LPH172,GCA_900343105.1,thermothielavioides_terrestris_gca_900343105,Thte_LPH172,fungi_ascomycota5_collection_core_59_112_1
1295,Thermothielavioides terrestris NRRL 8126,Sordariales,578455,ASM22611v1,GCA_000226115.1,thermothielavioides_terrestris_nrrl_8126_gca_000226115,ASM22611v1,fungi_ascomycota1_collection_core_59_112_1
1296,Thielaviopsis punctulata,Microascales,72032,ASM96861v1,GCA_000968615.1,thielaviopsis_punctulata_gca_000968615,ASM96861v1,fungi_ascomycota2_collection_core_59_112_1
1297,Tilletiaria anomala UBC 951,Georgefischeriales,1037660,Tilletiaria_anomala_UBC_951_v1.0,GCA_000711695.1,tilletiaria_anomala_ubc_951_gca_000711695,Tilletiaria anomala UBC 951 v1.0,fungi_basidiomycota1_collection_core_59_112_1
1298,Tilletiopsis washingtonensis str. MCA 4186,Fungi,58919,Tilwa1,GCA_003144115.1,tilletiopsis_washingtonensis_gca_003144115,Tilwa1,fungi_basidiomycota1_collection_core_59_112_1
1299,Tolypocladium capitatum str. CBS 113982,Hypocreales,45235,ASM290118v1,GCA_002901185.1,tolypocladium_capitatum_gca_002901185,ASM290118v1,fungi_ascomycota4_collection_core_59_112_1
1300,Tolypocladium ophioglossoides CBS 100239,Hypocreales,1163406,Tophv1.0,GCA_001189435.1,tolypocladium_ophioglossoides_cbs_100239_gca_001189435,Tophv1.0,fungi_ascomycota3_collection_core_59_112_1
1301,Tolypocladium paradoxum str. NRBC 100945,Hypocreales,94208,ASM291650v1,GCA_002916505.1,tolypocladium_paradoxum_gca_002916505,ASM291650v1,fungi_ascomycota4_collection_core_59_112_1
1302,Torrubiella hemipterigena str. BCC 1449,Hypocreales,1531966,Allpaths-LG,GCA_000825705.1,torrubiella_hemipterigena_gca_000825705,Allpaths-LG,fungi_ascomycota2_collection_core_59_112_1
1303,Tortispora caseinolytica NRRL Y-17796,Saccharomycetales,767744,Canca1,GCA_001661475.1,tortispora_caseinolytica_nrrl_y_17796_gca_001661475,Canca1,fungi_ascomycota3_collection_core_59_112_1
1304,Torulaspora delbrueckii str. CBS 1146,Saccharomycetales,4950,ASM24337v1,GCA_000243375.1,torulaspora_delbrueckii_gca_000243375,ASM24337v1,fungi_ascomycota1_collection_core_59_112_1
1305,Torulaspora globosa str. CBS2947,Saccharomycetales,48254,ASM1369444v1,GCA_013694445.1,torulaspora_globosa_gca_013694445,ASM1369444v1,fungi_ascomycota5_collection_core_59_112_1
1306,Torulaspora globosa str. CBS764,Saccharomycetales,48254,ASM1413389v1,GCA_014133895.1,torulaspora_globosa_gca_014133895,ASM1413389v1,fungi_ascomycota5_collection_core_59_112_1
1307,Trachipleistophora hominis,Pleistophoridae,72359,ASM31613v1,GCA_000316135.1,trachipleistophora_hominis_gca_000316135,ASM31613v1,fungi_microsporidia1_collection_core_59_112_1
1308,Trametes cinnabarina str. BRFM137,Polyporales,5643,BN946,GCA_000765035.1,trametes_cinnabarina_gca_000765035,BN946,fungi_basidiomycota1_collection_core_59_112_1
1309,Trametes coccinea BRFM310,Polyporales,1353009,Pycco1,GCA_002092935.1,trametes_coccinea_brfm310_gca_002092935,Pycco1,fungi_basidiomycota1_collection_core_59_112_1
1310,Trametes pubescens str. FBCC735,Polyporales,154538,ASM189594v1,GCA_001895945.1,trametes_pubescens_gca_001895945,ASM189594v1,fungi_basidiomycota1_collection_core_59_112_1
1311,Trametes versicolor FP-101664 SS1,Polyporales,717944,Trametes_versicolor_v1.0,GCA_000271585.1,trametes_versicolor_fp_101664_ss1_gca_000271585,Trametes versicolor v1.0,fungi_basidiomycota1_collection_core_59_112_1
1312,Trematosphaeria pertusa str. CBS 122368,Pleosporales,390896,Trepe1,GCA_010094035.1,trematosphaeria_pertusa_gca_010094035,Trepe1,fungi_ascomycota4_collection_core_59_112_1
1313,Tremella mesenterica DSM 1558,Tremellales,578456,Treme1,GCA_000271645.1,tremella_mesenterica_dsm_1558_gca_000271645,Treme1,fungi_basidiomycota1_collection_core_59_112_1
1314,Tremella mesenterica str. ATCC 28783,Tremellales,5217,Trem_mese_ATCC28783_V1,GCA_004117975.1,tremella_mesenterica_gca_004117975,Trem_mese_ATCC28783_V1,fungi_basidiomycota2_collection_core_59_112_1
1315,Trichodelitschia bisporula str. CBS 262.69,Dothideomycetes,703511,Tribi1,GCA_010356995.1,trichodelitschia_bisporula_gca_010356995,Tribi1,fungi_ascomycota5_collection_core_59_112_1
1316,Trichoderma arundinaceum,Hypocreales,490622,Trichoderma_arundinaceum_IBT40837_contigs,GCA_003012105.1,trichoderma_arundinaceum_gca_003012105,Trichoderma_arundinaceum_IBT40837_contigs,fungi_ascomycota5_collection_core_59_112_1
1317,Trichoderma asperellum CBS 433.97,Hypocreales,1042311,Trias_v._1.0,GCA_003025105.1,trichoderma_asperellum_cbs_433_97_gca_003025105,Trias v. 1.0,fungi_ascomycota4_collection_core_59_112_1
1318,Trichoderma asperellum str. IC-1,Hypocreales,101201,Tasp_IC-1_01,GCA_013423425.1,trichoderma_asperellum_gca_013423425,Tasp_IC-1_01,fungi_ascomycota5_collection_core_59_112_1
1319,Trichoderma atroviride IMI 206040,Hypocreales,452589,TRIAT_v2.0,GCA_000171015.2,trichoderma_atroviride_imi_206040_gca_000171015,TRIAT v2.0,fungi_ascomycota1_collection_core_59_112_1
1320,Trichoderma citrinoviride str. TUCIM 6016,Hypocreales,58853,Trici_v4.0,GCA_003025115.1,trichoderma_citrinoviride_gca_003025115,Trici v4.0,fungi_ascomycota4_collection_core_59_112_1
1321,Trichoderma gamsii str. T6085,Hypocreales,398673,TGAM01v2,GCA_001481775.2,trichoderma_gamsii_gca_001481775,TGAM01v2,fungi_ascomycota3_collection_core_59_112_1
1322,Trichoderma guizhouense str. NJAU 4742,Hypocreales,1491466,ASM202278v1,GCA_002022785.1,trichoderma_guizhouense_gca_002022785,ASM202278v1,fungi_ascomycota3_collection_core_59_112_1
1323,Trichoderma harzianum CBS 226.95,Hypocreales,983964,Triha_v1.0,GCA_003025095.1,trichoderma_harzianum_cbs_226_95_gca_003025095,Triha v1.0,fungi_ascomycota4_collection_core_59_112_1
1324,Trichoderma harzianum str. T6776,Hypocreales,5544,ASM98886v1,GCA_000988865.1,trichoderma_harzianum_gca_000988865,ASM98886v1,fungi_ascomycota2_collection_core_59_112_1
1325,Trichoderma harzianum str. TR274,Hypocreales,5544,ASM283884v1,GCA_002838845.1,trichoderma_harzianum_gca_002838845,ASM283884v1,fungi_ascomycota3_collection_core_59_112_1
1326,Trichoderma harzianum str. Tr1,Hypocreales,5544,Tr1,GCA_002894145.1,trichoderma_harzianum_gca_002894145,Tr1,fungi_ascomycota4_collection_core_59_112_1
1327,Trichoderma longibrachiatum ATCC 18648,Hypocreales,983965,Trilo3,GCA_003025155.1,trichoderma_longibrachiatum_atcc_18648_gca_003025155,Trilo3,fungi_ascomycota4_collection_core_59_112_1
1328,Trichoderma parareesei,Hypocreales,858221,Tpara_v1.0,GCA_001050175.1,trichoderma_parareesei_gca_001050175,Tpara_v1.0,fungi_ascomycota4_collection_core_59_112_1
1329,Trichoderma reesei,Hypocreales,431241,GCA_000167675.2,GCA_000167675.2,trichoderma_reesei,v2.0,trichoderma_reesei_core_59_112_2
1330,Trichoderma reesei RUT C-30,Hypocreales,1344414,TrireRUTC30_1,GCA_000513815.1,trichoderma_reesei_rut_c_30_gca_000513815,TrireRUTC30_1,fungi_ascomycota1_collection_core_59_112_1
1331,Trichoderma virens,Hypocreales,413071,ASM17099v1,GCA_000170995.2,trichoderma_virens,ASM17099v1,trichoderma_virens_core_59_112_2
1332,Trichophyton benhamiae CBS 112371,Onygenales,663331,ASM15112v2,GCA_000151125.2,trichophyton_benhamiae_cbs_112371_gca_000151125,ASM15112v2,fungi_ascomycota1_collection_core_59_112_1
1333,Trichophyton equinum CBS 127.97,Onygenales,559882,ASM15117v1,GCA_000151175.1,trichophyton_equinum_cbs_127_97_gca_000151175,ASM15117v1,fungi_ascomycota1_collection_core_59_112_1
1334,Trichophyton interdigitale H6,Onygenales,1215336,Tric_rubr_H6_V2,GCA_000616785.1,trichophyton_interdigitale_h6_gca_000616785,Tric_rubr_H6_V2,fungi_ascomycota1_collection_core_59_112_1
1335,Trichophyton interdigitale MR816,Onygenales,1215338,Tric_inte_MR816_V1,GCA_000622975.1,trichophyton_interdigitale_mr816_gca_000622975,Tric_inte_MR816_V1,fungi_ascomycota1_collection_core_59_112_1
1336,Trichophyton mentagrophytes str. TIMM 2789,Onygenales,523103,ABySS_70bp_45k_152cov_v1,GCA_003118255.1,trichophyton_mentagrophytes_gca_003118255,ABySS_70bp_45k_152cov_v1,fungi_ascomycota4_collection_core_59_112_1
1337,Trichophyton rubrum CBS 100081,Onygenales,1215328,Tric_fish_CBS_100081_V1,GCA_000616805.1,trichophyton_rubrum_cbs_100081_gca_000616805,Tric_fish_CBS_100081_V1,fungi_ascomycota1_collection_core_59_112_1
1338,Trichophyton rubrum CBS 118892,Onygenales,559305,ASM15142v1,GCA_000151425.1,trichophyton_rubrum_cbs_118892_gca_000151425,ASM15142v1,fungi_ascomycota1_collection_core_59_112_1
1339,Trichophyton rubrum CBS 202.88,Onygenales,1215334,Tric_raub_CBS_202_88_V2,GCA_000616985.1,trichophyton_rubrum_cbs_202_88_gca_000616985,Tric_raub_CBS_202_88_V2,fungi_ascomycota1_collection_core_59_112_1
1340,Trichophyton rubrum CBS 288.86,Onygenales,1215330,Tric_fish_CBS_288_86_V1,GCA_000616825.1,trichophyton_rubrum_cbs_288_86_gca_000616825,Tric_fish_CBS_288_86_V1,fungi_ascomycota1_collection_core_59_112_1
1341,Trichophyton rubrum CBS 289.86,Onygenales,1215329,Tric_kane_CBS_289_86_V1,GCA_000616845.1,trichophyton_rubrum_cbs_289_86_gca_000616845,Tric_kane_CBS_289_86_V1,fungi_ascomycota1_collection_core_59_112_1
1342,Trichophyton rubrum CBS 735.88,Onygenales,1215332,Tric_megn_CBS_735_88_V1,GCA_000616965.1,trichophyton_rubrum_cbs_735_88_gca_000616965,Tric_megn_CBS_735_88_V1,fungi_ascomycota1_collection_core_59_112_1
1343,Trichophyton rubrum D6,Onygenales,1215335,Tric_rubr_D6_V1,GCA_000622995.1,trichophyton_rubrum_d6_gca_000622995,Tric_rubr_D6_V1,fungi_ascomycota1_collection_core_59_112_1
1344,Trichophyton rubrum MR1448,Onygenales,1215339,Tric_rubr_M1448_V1,GCA_000616905.1,trichophyton_rubrum_mr1448_gca_000616905,Tric_rubr_M1448_V1,fungi_ascomycota1_collection_core_59_112_1
1345,Trichophyton rubrum MR1459,Onygenales,1215341,Tric_rubr_MR1459_V1,GCA_000616945.1,trichophyton_rubrum_mr1459_gca_000616945,Tric_rubr_MR1459_V1,fungi_ascomycota1_collection_core_59_112_1
1346,Trichophyton rubrum MR850,Onygenales,1215337,Tric_rubr_MR-850_V1,GCA_000616765.1,trichophyton_rubrum_mr850_gca_000616765,Tric_rubr_MR-850_V1,fungi_ascomycota1_collection_core_59_112_1
1347,Trichophyton rubrum str. CMCC(F)T1i,Onygenales,5551,CMCC_F_T1i,GCA_001651445.1,trichophyton_rubrum_gca_001651445,CMCC(F)T1i,fungi_ascomycota3_collection_core_59_112_1
1348,Trichophyton soudanense CBS 452.61,Onygenales,1215331,Tric_soud_CBS_452_61_V1,GCA_000616865.1,trichophyton_soudanense_cbs_452_61_gca_000616865,Tric_soud_CBS_452_61_V1,fungi_ascomycota1_collection_core_59_112_1
1349,Trichophyton tonsurans CBS 112818,Onygenales,647933,ASM15145v1,GCA_000151455.1,trichophyton_tonsurans_cbs_112818_gca_000151455,ASM15145v1,fungi_ascomycota1_collection_core_59_112_1
1350,Trichophyton verrucosum HKI 0517,Onygenales,663202,ASM15150v1,GCA_000151505.1,trichophyton_verrucosum_hki_0517_gca_000151505,ASM15150v1,fungi_ascomycota1_collection_core_59_112_1
1351,Trichophyton violaceum str. CMCC(F)T3l,Onygenales,34388,CMCC_F_T3l,GCA_001651435.1,trichophyton_violaceum_gca_001651435,CMCC(F)T3l,fungi_ascomycota3_collection_core_59_112_1
1352,Trichosporon asahii var. asahii CBS 2479,Fungi,1186058,Trichosporon_asahii_1,GCA_000293215.1,trichosporon_asahii_var_asahii_cbs_2479_gca_000293215,Trichosporon asahii 1,fungi_basidiomycota1_collection_core_59_112_1
1353,Trichosporon asahii var. asahii CBS 8904,Fungi,1220162,ASM29921v2,GCA_000299215.2,trichosporon_asahii_var_asahii_cbs_8904_gca_000299215,ASM29921v2,fungi_basidiomycota1_collection_core_59_112_1
1354,Tuber borchii str. Tbo3840,Pezizales,42251,Tubbor1,GCA_003070745.1,tuber_borchii_gca_003070745,Tubbor1,fungi_ascomycota4_collection_core_59_112_1
1355,Tuber magnatum,Pezizales,42249,ASM318201v1,GCA_003182015.1,tuber_magnatum_gca_003182015,ASM318201v1,fungi_ascomycota4_collection_core_59_112_1
1356,Tuber melanosporum,Pezizales,656061,ASM15164v1,GCA_000151645.1,tuber_melanosporum,ASM15164v1,tuber_melanosporum_core_59_112_1
1357,Tubulinosema ratisbonensis str. Franzen,Tubulinosematidae,291195,ASM400015v1,GCA_004000155.1,tubulinosema_ratisbonensis_gca_004000155,ASM400015v1,fungi_microsporidia1_collection_core_59_112_1
1358,Tulasnella calospora MUT 4182,Cantharellales,1051891,Tulasnella_calospora_AL13_4D_v1.0,GCA_000827465.1,tulasnella_calospora_mut_4182_gca_000827465,Tulasnella calospora AL13/4D v1.0,fungi_basidiomycota1_collection_core_59_112_1
1359,Uncinocarpus reesii 1704 str. UAMH 1704,Onygenales,336963,ASM351v2,GCA_000003515.2,uncinocarpus_reesii_1704_gca_000003515,ASM351v2,fungi_ascomycota1_collection_core_59_112_1
1360,Ustilaginoidea virens,Hypocreales,1159556,ASM96522v2,GCA_000965225.2,ustilaginoidea_virens_gca_000965225,ASM96522v2,fungi_ascomycota3_collection_core_59_112_1
1361,Ustilaginoidea virens str. UV-8b,Hypocreales,1159556,Assembly_for_version_1_of_the_Villosiclava_virens_genome,GCA_000687475.1,ustilaginoidea_virens_gca_000687475,Assembly for version 1 of the Villosiclava virens genome,fungi_ascomycota1_collection_core_59_112_1
1362,Ustilago bromivora str. UB2112,Ustilaginales,307758,UBRO_v3,GCA_900080155.1,ustilago_bromivora_gca_900080155,UBRO_v3,fungi_basidiomycota1_collection_core_59_112_1
1363,Ustilago hordei str. Uh4857-4,Ustilaginales,120017,ASM28603v1,GCA_000286035.1,ustilago_hordei_gca_000286035,ASM28603v1,fungi_basidiomycota1_collection_core_59_112_1
1364,Ustilago maydis,Ustilaginales,237631,Umaydis521_2.0,GCA_000328475.2,ustilago_maydis,Umaydis521_2.0,ustilago_maydis_core_59_112_2
1365,Ustilago trichophora,Ustilaginales,86804,U_tricho_v1,GCA_900323505.1,ustilago_trichophora_gca_900323505,U_tricho_v1,fungi_basidiomycota1_collection_core_59_112_1
1366,Valsa mali str. 03-8,Sordariomycetidae,105487,ASM81815v1,GCA_000818155.1,valsa_mali_gca_000818155,ASM81815v1,fungi_ascomycota3_collection_core_59_112_1
1367,Valsa mali var. pyri str. SXYL134,Sordariomycetidae,694573,ASM81338v1,GCA_000813385.1,valsa_mali_var_pyri_gca_000813385,ASM81338v1,fungi_ascomycota3_collection_core_59_112_1
1368,Valsa malicola,Sordariomycetidae,356882,ASM379531v1,GCA_003795315.1,valsa_malicola_gca_003795315,ASM379531v1,fungi_ascomycota4_collection_core_59_112_1
1369,Valsa sordida,Sordariomycetidae,252740,ASM379527v1,GCA_003795275.1,valsa_sordida_gca_003795275,ASM379527v1,fungi_ascomycota4_collection_core_59_112_1
1370,Vanderwaltozyma polyspora DSM 70294,Saccharomycetales,436907,ASM15003v1,GCA_000150035.1,vanderwaltozyma_polyspora_dsm_70294_gca_000150035,ASM15003v1,fungi_ascomycota1_collection_core_59_112_1
1371,Vanrija humicola,Fungi,5417,ASM806527v1,GCA_008065275.1,vanrija_humicola_gca_008065275,ASM806527v1,fungi_basidiomycota1_collection_core_59_112_1
1372,Vavraia culicis subsp. floridensis,Pleistophoridae,948595,Vavr_culi_floridensis_V1,GCA_000192795.1,vavraia_culicis_subsp_floridensis_gca_000192795,Vavr_culi_floridensis_V1,fungi_microsporidia1_collection_core_59_112_1
1373,Venturia effusa,Venturiales,50376,ASM773564v1,GCA_007735645.1,venturia_effusa_gca_007735645,ASM773564v1,fungi_ascomycota5_collection_core_59_112_1
1374,Venturia inaequalis,Venturiales,5025,ASM335107v1,GCA_003351075.1,venturia_inaequalis_gca_003351075,ASM335107v1,fungi_ascomycota4_collection_core_59_112_1
1375,Venturia inaequalis,Venturiales,5025,ASM976944v1,GCA_009769445.1,venturia_inaequalis_gca_009769445,ASM976944v1,fungi_ascomycota5_collection_core_59_112_1
1376,Venturia inaequalis,Venturiales,5025,ASM976942v1,GCA_009769425.1,venturia_inaequalis_gca_009769425,ASM976942v1,fungi_ascomycota5_collection_core_59_112_1
1377,Venturia inaequalis,Venturiales,5025,ASM976940v1,GCA_009769405.1,venturia_inaequalis_gca_009769405,ASM976940v1,fungi_ascomycota4_collection_core_59_112_1
1378,Venturia nashicola,Venturiales,86259,ASM452265v2,GCA_004522655.2,venturia_nashicola_gca_004522655,ASM452265v2,fungi_ascomycota5_collection_core_59_112_1
1379,Venustampulla echinocandica str. BP 5553,Fungi,2656787,ASM335714v1,GCA_003357145.1,venustampulla_echinocandica_gca_003357145,ASM335714v1,fungi_ascomycota4_collection_core_59_112_1
1380,Verruconis gallopava str. CBS 43764,Venturiales,253628,O_gall_CBS43764,GCA_000836295.1,verruconis_gallopava_gca_000836295,O_gall_CBS43764,fungi_ascomycota2_collection_core_59_112_1
1381,Verticillium alfalfae VaMs.102,Glomerellales,526221,ASM15082v1,GCA_000150825.1,verticillium_alfalfae_vams_102_gca_000150825,ASM15082v1,fungi_ascomycota1_collection_core_59_112_1
1382,Verticillium dahliae,Glomerellales,27337,ASM289303v1,GCA_002893035.1,verticillium_dahliae_gca_002893035,ASM289303v1,fungi_ascomycota4_collection_core_59_112_1
1383,Verticillium dahliae,Glomerellales,27337,VdGwydir1A3,GCA_003320035.1,verticillium_dahliae_gca_003320035,VdGwydir1A3,fungi_ascomycota5_collection_core_59_112_1
1384,Verticillium dahliae,Glomerellales,498257,ASM15067v2,GCA_000150675.2,verticillium_dahliae,ASM15067v2,verticillium_dahliae_core_59_112_2
1385,Verticillium dahliae,Glomerellales,27337,ASM289302v1,GCA_002893025.1,verticillium_dahliae_gca_002893025,ASM289302v1,fungi_ascomycota4_collection_core_59_112_1
1386,Verticillium dahliae,Glomerellales,27337,ASM289299v1,GCA_002892995.1,verticillium_dahliae_gca_002892995,ASM289299v1,fungi_ascomycota4_collection_core_59_112_1
1387,Verticillium dahliae,Glomerellales,27337,ASM289304v1,GCA_002893045.1,verticillium_dahliae_gca_002893045,ASM289304v1,fungi_ascomycota4_collection_core_59_112_1
1388,Verticillium dahliae JR2,Glomerellales,1202531,VDAG_JR2v.4.0,GCA_000400815.2,verticillium_dahliaejr2,VDAG_JR2v.4.0,verticillium_dahliaejr2_core_59_112_1
1389,Verticillium dahliae VDG1,Glomerellales,1027910,VDG1_1.0,GCA_011066465.1,verticillium_dahliae_vdg1_gca_011066465,VDG1_1.0,fungi_ascomycota5_collection_core_59_112_1
1390,Verticillium dahliae str. 12008,Glomerellales,27337,ASM289298v1,GCA_002892985.1,verticillium_dahliae_gca_002892985,ASM289298v1,fungi_ascomycota4_collection_core_59_112_1
1391,Verticillium dahliae str. Getta Getta,Glomerellales,27337,ASM410974v1,GCA_004109745.1,verticillium_dahliae_gca_004109745,ASM410974v1,fungi_ascomycota4_collection_core_59_112_1
1392,Verticillium longisporum,Glomerellales,100787,vl1.denovo.v1,GCA_001268145.1,verticillium_longisporum_gca_001268145,vl1.denovo.v1,fungi_ascomycota3_collection_core_59_112_1
1393,Verticillium longisporum,Glomerellales,100787,vl2.denovo.v1,GCA_001268165.1,verticillium_longisporum_gca_001268165,vl2.denovo.v1,fungi_ascomycota3_collection_core_59_112_1
1394,Violaceomyces palustris str. SA 807,Fungi,1673888,Ustsp1,GCA_003144235.1,violaceomyces_palustris_gca_003144235,Ustsp1,fungi_basidiomycota1_collection_core_59_112_1
1395,Viridothelium virens str. Tuck. ex Michener,Dothideomycetes,1048519,Tryvi1,GCA_010094025.1,viridothelium_virens_gca_010094025,Tryvi1,fungi_ascomycota5_collection_core_59_112_1
1396,Vittaforma corneae ATCC 50505,Nosematidae,993615,Vitt_corn_V1,GCA_000231115.1,vittaforma_corneae_atcc_50505_gca_000231115,Vitt_corn_V1,fungi_microsporidia1_collection_core_59_112_1
1397,Wallemia hederae,Wallemiales,1540922,ASM491832v1,GCA_004918325.1,wallemia_hederae_gca_004918325,ASM491832v1,fungi_basidiomycota2_collection_core_59_112_1
